"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:0XUViyJgT7d4c8pguzCVFx","Ganpati (From Songs of Faith)","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr, spotify:artist:5rz9Rq9OG7jQiSm2nmTfd3","Amit Trivedi, Adarsh Shinde","spotify:album:2k1331QFezy9HmYijQNDdf","Ganpati (From Songs of Faith)","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","2020-08-19","https://i.scdn.co/image/ab67616d0000b273fd2665599d3ecab5394e6509","1","1","292500","https://p.scdn.co/mp3-preview/5fa969363c42b3a43d9e14490ca19372c18c9145?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:5dCEbVtLkCUFgv8aF0BCQL","Hey Ram Tumhare Charno Mein","spotify:artist:3e23DvNuM4Z78nPsX8P1D9","Lalitya Munshaw","spotify:album:77GeZB3hob0HWhISXzwkaz","Hey Ram Tumhare Charno Mein","spotify:artist:3e23DvNuM4Z78nPsX8P1D9","Lalitya Munshaw","2020-11-10","https://i.scdn.co/image/ab67616d0000b27357e2021597b5a4e0c402d9f0","1","1","316695","https://p.scdn.co/mp3-preview/90f90c10452812f2e9c9cfa5943505acdc56ee0d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1Wx8DMTZspkKaUDklvPami","Om Jai Jagdish Hare","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:2MMRL2DNa37ApQvQj1RtLG","Jago Mohan Pyare, Vol. 5","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-06-18","https://i.scdn.co/image/ab67616d0000b273fe3f2cbb73e507abb9fb965a","1","9","393607","","false","0","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6wE5LC1pQbjoM8bK57nYqs","Sampoorna Diwali Aarti","spotify:artist:0oOet2f43PA68X5RxKobEy","Shreya Ghoshal","spotify:album:59l8w1t1ikBQlJ4gICvm9H","Sampoorna Diwali Aarti","spotify:artist:0oOet2f43PA68X5RxKobEy","Shreya Ghoshal","2020-11-10","https://i.scdn.co/image/ab67616d0000b273e7669a2d16292a24454aadf2","1","1","656577","https://p.scdn.co/mp3-preview/79ddcd01a8993612973f0c4599a07986063be690?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:5WYSIuvFMe6h5372TUkbEg","Achyutam Keshavam","spotify:artist:5tJx4B5oBr1LJkkHI8GFYX","Rahul Jain","spotify:album:7bLif2ufbKUINBANNbq9Vf","Achyutam Keshavam","spotify:artist:5tJx4B5oBr1LJkkHI8GFYX","Rahul Jain","2020-11-30","https://i.scdn.co/image/ab67616d0000b273fc6bf82009ab0934fbda1a55","1","1","511764","https://p.scdn.co/mp3-preview/9dc08f004cd9c6edd26f3e0b933c768044d93f72?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2qcHHXWY9XtuZ2rkKbMyab","Om Jai Ambe Gauri (Aarti Durga Mata Ki)","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:7xZ3tAeOVXbHeVxRgsaJaO","Diwali Essentials","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","2018-10-31","https://i.scdn.co/image/ab67616d0000b273af1573753c70a66b500c6e2d","1","4","566804","https://p.scdn.co/mp3-preview/3141bd53f23926c494f6c89e00d4d0bc76761793?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7CCGHQ9FNc6Ejh9nhy8bGh","Shiv Amritwani","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","spotify:album:6LIr7QbMRLPaaUHoNh6VBC","Shiv Amritwani","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","1996-07-16","https://i.scdn.co/image/ab67616d0000b27325d28da8ba21324d1b9545f8","1","1","2957840","https://p.scdn.co/mp3-preview/a3012e7378cd7431416a08f147df2e84e393dbb3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0OaL6ax49Fnji0raonWjod","Laxmi Maa Aarti","spotify:artist:0L5rBVevfZVlruspxDFCPT","Vidhi Sharma","spotify:album:7IJI1Itr7akfEFMNboOsqT","Laxmi Maa Aarti","spotify:artist:0L5rBVevfZVlruspxDFCPT","Vidhi Sharma","2020-11-13","https://i.scdn.co/image/ab67616d0000b273765643c9156a3dc5a0913c00","1","1","309098","https://p.scdn.co/mp3-preview/a8a6354ecde309ef0610bbc181de28ceb6e1be51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6NQSDktIUJZdEa3T5LVnoP","Gayatri Mantra 108 Times","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:4FFJKP91XXuR8pryvjrfGZ","Gayatri Mantra 108 Times","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","2020-11-06","https://i.scdn.co/image/ab67616d0000b273e48d78f647aa97c7fd2fa81e","1","1","1577307","https://p.scdn.co/mp3-preview/80ce45ec2f9052cc87e4649d2b034c14050da626?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7wg6DgVHQ0rsUM9cvKPNY9","Deep Poojanam","spotify:artist:1SJOL9HJ08YOn92lFcYf8a","Shankar Mahadevan","spotify:album:6wcbBFzZeoPuZLCPNzB0O9","Deep Poojanam","spotify:artist:1SJOL9HJ08YOn92lFcYf8a","Shankar Mahadevan","2020-11-10","https://i.scdn.co/image/ab67616d0000b2735b71af2ddead82b1b9f7c748","1","1","305915","https://p.scdn.co/mp3-preview/c1fa196d76683229ed560387b98661e885f82c5d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:3Pjvg48nc3NPKCzt5YlSDz","Payoji Maine Ram Ratan Dhan","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:21MYBr65tC7EAIdfUEWzgq","Top 10 - Diwali Bhajans & Aartis","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-10-17","https://i.scdn.co/image/ab67616d0000b273bd1f3e3c64690f023eaf7a4d","1","1","241893","https://p.scdn.co/mp3-preview/f4a4c9d2b2847e3a696351a1ba21ae361366e116?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:3ubPRd3kGvfIjWP42HWjK3","Hanuman Chalisa","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","spotify:album:4OTj4BgKGfAhhfeLFNCK66","Hanuman Chalisa","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","2020-07-21","https://i.scdn.co/image/ab67616d0000b27377ea62179d625b96bc0c0d0f","1","1","320330","https://p.scdn.co/mp3-preview/28d023367d3b555d68ac417e91c3ce9692b26ede?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0hAludDA47O7A2J79vEL89","Shiv (From Songs of Faith)","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","spotify:album:347hXP267ic4HO9EFCfltd","Shiv (From Songs of Faith)","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","2020-09-16","https://i.scdn.co/image/ab67616d0000b273ca05dbca13550b3f625f6d80","1","1","255529","https://p.scdn.co/mp3-preview/56a91e6fee03d2c4d5df548dc4af88eade0bf713?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:47WKYdFhTtRs8f21sjRqo7","Jai Ganesh Deva","spotify:artist:0E02VcvA5p1ndkLdqWD5JB","Ankit Tiwari","spotify:album:2dEKjS2odF1Fy1eH4IqXxc","Jai Ganesh Deva","spotify:artist:0E02VcvA5p1ndkLdqWD5JB","Ankit Tiwari","2020-08-14","https://i.scdn.co/image/ab67616d0000b273cadf61b7105f6b03e48019cf","1","1","197461","https://p.scdn.co/mp3-preview/eedc7449bb482c132e55f8128bc9d887733ac89c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4rr1CZQqjuJMXM2DN2eECf","Deva","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","spotify:album:578g6r9ZxMgsjiVl0usXHh","Deva","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","2020-08-13","https://i.scdn.co/image/ab67616d0000b273d0e73ca4910e7f9e8ff25beb","1","1","286620","https://p.scdn.co/mp3-preview/52233116e81a089dcbcd51b07c04dbbf46d7c703?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:58SIEtTjWErr0yEXVBKxvd","Shri Krishna Govind Hare Murari","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","spotify:album:5xP2BlyCzAs93O5onwuw3S","Shri Krishna Govind Hare Murari","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","2020-08-07","https://i.scdn.co/image/ab67616d0000b273671688fecb68803a14be89ad","1","1","153002","https://p.scdn.co/mp3-preview/1a4cec89f3f523ee857097e99d335d5f406f14cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1LbKeGIi1T9y227Q8YumnA","Shri Ram Chandra Kripalu Bhajman - Shri Ram Stuti","spotify:artist:4af9dUIG89GAuEsy6Se3F1","Malini Awasthi","spotify:album:6IkzI1tKUlNmFZ4WLE4Eoi","Shri Ram Chandra Kripalu Bhajman (Shri Ram Stuti)","spotify:artist:4af9dUIG89GAuEsy6Se3F1","Malini Awasthi","2020-10-22","https://i.scdn.co/image/ab67616d0000b2736c47bb7cda08e59ad3312fc8","1","1","464999","https://p.scdn.co/mp3-preview/20f7c16bd9e6e91fd60f50382e61cadbd72904e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7MNHTzmfD7U4Nqcu0beM9w","Ishwar Ka Vo Sacha Banda","spotify:artist:1dVygo6tRFXC8CSWURQJq2","Sonu Nigam","spotify:album:7HdoQniFFLC86Ld8olGtTU","Ishwar Ka Vo Sacha Banda","spotify:artist:1dVygo6tRFXC8CSWURQJq2","Sonu Nigam","2020-11-05","https://i.scdn.co/image/ab67616d0000b273776230b24d411a5851390f13","1","1","305868","https://p.scdn.co/mp3-preview/f1768191273c22e4ddf2f3003c7f618de593e7df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4N9thCEfYnPXtIxSQ3NhXx","Raghupati Raghav Raja Ram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","spotify:album:6LDZAqZb0Z0FlUZSpYM4Ia","Raghupati Raghav Raja Ram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","2020-07-01","https://i.scdn.co/image/ab67616d0000b273b4696eebb73b68ffab9f3250","1","1","196591","https://p.scdn.co/mp3-preview/7ffd552e0bc90c6f13967a0b832aff8d1de6600f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0PYps8GvHXTO6koGKHtav9","Om Sai Ram Aap Hi Hamara","spotify:artist:4iA6bUhiZyvRKJf4FNVX39, spotify:artist:26tzHBE89rz5MSLeSi3qsB","Vijay Prakash, Sharanya Srinivas","spotify:album:6sRVY43xbgUyQplkhpWbAf","Om Sai Ram (Original)","spotify:artist:4iA6bUhiZyvRKJf4FNVX39, spotify:artist:26tzHBE89rz5MSLeSi3qsB","Vijay Prakash, Sharanya Srinivas","2020-11-02","https://i.scdn.co/image/ab67616d0000b2731c801f880177d6870dfdcc4e","1","1","391105","https://p.scdn.co/mp3-preview/ac447468dd7a67f673bbc7563ceca4b0e567b3f7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4I0jiZGTacxdMdccZ8tji2","Hari Bol","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","spotify:album:1BUOX6u23uSPAGPYxBQ0mC","Hari Bol","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","2020-08-12","https://i.scdn.co/image/ab67616d0000b27324a17aea9bcf3f0d9025a160","1","1","990958","https://p.scdn.co/mp3-preview/0f1351d5058cc7a68c1bad0a5de72c2e8dcbb81a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7CzeSUjk3Hg60TqvtAYlqu","Durge Durghat Bhari","spotify:artist:1SJOL9HJ08YOn92lFcYf8a, spotify:artist:7hwEGO7U6JwQ7M1teoO8GW, spotify:artist:235N4J1kQVI9kfqGF8Ntnl","Shankar Mahadevan, Siddharth Mahadevan, Shivam Mahadevan","spotify:album:0GDULMMcq5vus9nNocZ3WT","Durge Durghat Bhari","spotify:artist:1SJOL9HJ08YOn92lFcYf8a, spotify:artist:7hwEGO7U6JwQ7M1teoO8GW, spotify:artist:235N4J1kQVI9kfqGF8Ntnl","Shankar Mahadevan, Siddharth Mahadevan, Shivam Mahadevan","2020-08-14","https://i.scdn.co/image/ab67616d0000b273db2c1fba3ebe562e02027a96","1","1","122324","https://p.scdn.co/mp3-preview/cd22f9056af5af861ba9cf9943ea04dec1a0454c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:","2021-11-24T04:24:10Z"
